Ref,Spider,Name,Address,City,State,Zipcode,Country,Phone,Website,Hours,Brand,WikiData
211875,wildberries,Wildberries,"Вологодская область, Вологда, 1-й микрорайон ГПЗ-23, 4",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
212074,wildberries,Wildberries,"Вологда, Воркутинская Улица 3а",,Vologda,,RU,,,Mo-Su 09:00-21:00,Wildberries,Q24933714
212375,wildberries,Wildberries,"рабочий посёлок Шексна, Улица Ленина 21",,Vologda,,RU,,,Mo-Su 09:00-21:00,Wildberries,Q24933714
213035,wildberries,Wildberries,"Вологодская область, рабочий посёлок Шексна, улица Водников, 2к2",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
213373,wildberries,Wildberries,"Вологда, Профсоюзная Улица 19",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
213627,wildberries,Wildberries,"Череповец, Советский Проспект 113",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
213943,wildberries,Wildberries,"посёлок Новатор, Советская Улица 14",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
214082,wildberries,Wildberries,"Вологодская область, Вологда, Костромская улица, 12А",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
214083,wildberries,Wildberries,"Вологодская область, Череповец, улица Сталеваров, 75",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
214221,wildberries,Wildberries,"Вологда, Улица Гагарина 83",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
214222,wildberries,Wildberries,"Вологда, Благовещенская Улица 46",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
216662,wildberries,Wildberries,"Вологодская область, Череповец, проспект Победы, 183",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
217063,wildberries,Wildberries,"Вологодская область, Вытегра, улица Урицкого, 14",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
217113,wildberries,Wildberries,"Вологодская область, Тотьма, Загородная улица, 77",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
302900,wildberries,Wildberries,"деревня Нифантово, Фабричная Улица 15",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
303393,wildberries,Wildberries,"Россия, Вологодская область, Великий Устюг, Советский проспект, 160",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
303994,wildberries,Wildberries,"Великий Устюг, Гледенская Улица 36",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
304154,wildberries,Wildberries,"посёлок Дубровское, Центральная Улица 10",,Vologda,,RU,,,Mo-Su 09:00-21:00,Wildberries,Q24933714
304197,wildberries,Wildberries,"посёлок Суда, Улица Гагарина 14",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
305191,wildberries,Wildberries,"Вологодская область, Сокол, улица Калинина, 12Б",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
305798,wildberries,Wildberries,"Вологодская область, Череповец, проспект Победы, 170",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
306474,wildberries,Wildberries,"Вологодская область, Вологда, Зосимовская улица, 83",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
306576,wildberries,Wildberries,"Вологодская область, Белозерск, Советский проспект, 78",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
307087,wildberries,Wildberries,"Сокол, Улица Калинина 23",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
307311,wildberries,Wildberries,"Череповец, Шекснинский Проспект 38а",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
307418,wildberries,Wildberries,"Вологодская область, Череповец, улица Металлургов, 8",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
307541,wildberries,Wildberries,"Череповец, Улица Металлургов 11",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
307631,wildberries,Wildberries,"Череповец, Улица Гагарина 18",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
307918,wildberries,Wildberries,"Вологда, Улица Горького 103",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
308808,wildberries,Wildberries,"Вологда, Улица Возрождения 53",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
308851,wildberries,Wildberries,"Вологодская область, Великий Устюг, улица Шмидта, 69А",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
308856,wildberries,Wildberries,"Череповец, Проспект Строителей 37",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
308978,wildberries,Wildberries,"Череповец, Остинская Улица 40",,Vologda,,RU,,,Mo-Su 09:00-21:00,Wildberries,Q24933714
309187,wildberries,Wildberries,"Вологда, Улица Мира 7а",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
309270,wildberries,Wildberries,"посёлок Перьево, Школьный Переулок 3г",,Vologda,,RU,,,Mo-Su 09:00-20:00,Wildberries,Q24933714
309977,wildberries,Wildberries,"деревня Ботово, Староботовская Улица 8",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
310359,wildberries,Wildberries,"посёлок Депо, Улица Пушкина 2",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
310543,wildberries,Wildberries,"Вологда, Ленинградская Улица 109",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
311445,wildberries,Wildberries,"Вологда, Улица Тендрякова 11",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
312815,wildberries,Wildberries,"Вологда, Воркутинская Улица 16",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
312894,wildberries,Wildberries,"Вологда, Дальняя Улица 32",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
50000224,wildberries,Wildberries,"Вологда, Советский Проспект 75",,Vologda,,RU,,,Mo-Su 09:00-21:00,Wildberries,Q24933714
50000468,wildberries,Wildberries,"Никольск, Новоборисовская Улица 57",,Vologda,,RU,,,Mo-Su 10:00-22:00,Wildberries,Q24933714
50000635,wildberries,Wildberries,"село Липин Бор, Улица 50 Лет ВЛКСМ 17",,Vologda,,RU,,,Mo-Su 10:00-22:00,Wildberries,Q24933714
50000788,wildberries,Wildberries,"Череповец, Улица Тимохина 7",,Vologda,,RU,,,Mo-Su 10:00-22:00,Wildberries,Q24933714
50000819,wildberries,Wildberries,"село Кичменгский Городок, Садовая Улица 6а",,Vologda,,RU,,,Mo-Su 10:00-22:00,Wildberries,Q24933714
50001193,wildberries,Wildberries,"Вологда, Набережная 6-Й Армии 209",,Vologda,,RU,,,Mo-Su 10:00-22:00,Wildberries,Q24933714
