State,Place Name,City,Establishments
UNKNOWN,visa,PAIHIA,4
NZ,visa,PAIHIA,1
NORTHLAND,visa,PAIHIA,1
NORTHLAND,visa,RUSSELL,1
UNKNOWN,visa,RUSSELL,1
UNKNOWN,visa,KERIKERI,5
NORTHLAND,visa,KERIKERI,2
NZ,visa,KERIKERI,1
NORTHLAND,visa,KAITAIA,3
NORTHLAND,visa,WAIPAPA,1
UNKNOWN,visa,AWANUI,1
UNKNOWN,visa,KAEO,1
UNKNOWN,visa,TAIPA,1
UNKNOWN,visa,MANGONUI,3
CANTERBURY,western_union,Christchurch,18
AUCKLAND,western_union,Papakura,2
OTAGO,western_union,Alexandra,1
CANTERBURY,western_union,Winchester,1
OTAGO,western_union,Queenstown,2
OTAGO,western_union,Dunedin,4
OTAGO,western_union,South Dunedin,1
OTAGO,western_union,Balclutha,1
SOUTHLAND,western_union,Te Anau,1
CANTERBURY,western_union,Darfield,1
WESTCOAST,western_union,Hokitika,1
TASMAN,western_union,Motueka,1
BAYOFPLENTY,western_union,Tauranga,3
CANTERBURY,western_union,Harewood,1
NORTHLAND,western_union,Kaitaia,1
NORTHLAND,western_union,Kerikeri,1
NORTHLAND,western_union,Kawakawa,1
NORTHLAND,western_union,Dargaville,1
NORTHLAND,western_union,Whangarei,1
AUCKLAND,western_union,Auckland,53
AUCKLAND,western_union,Glenfield,1
MANAWATUWANGANUI,western_union,Manawatu Whanganui,1
MANAWATUWANGANUI,western_union,Whanganui,1
MANAWATUWANGANUI,western_union,Wanganui,1
MANAWATUWANGANUI,western_union,Feilding,1
MANAWATUWANGANUI,western_union,Palmerston North,2
MANAWATUWANGANUI,western_union,Ohakune,1
WELLINGTON,western_union,Masterton,1
WELLINGTON,western_union,Upper Hutt,1
HAWKESBAY,western_union,Flaxmere,1
HAWKESBAY,western_union,Hastings,5
AUCKLAND,western_union,Otara,1
AUCKLAND,western_union,Manukau,2
AUCKLAND,western_union,New Lynn,1
AUCKLAND,western_union,Mangere Bridge,1
AUCKLAND,western_union,Mt Wellington,1
AUCKLAND,western_union,Henderson,1
AUCKLAND,western_union,Northcote Point,1
AUCKLAND,western_union,Kelston,1
AUCKLAND,western_union,Glen Eden,1
AUCKLAND,western_union,Avondale,1
BAYOFPLENTY,western_union,Te Puke,5
BAYOFPLENTY,western_union,Papamoa,1
BAYOFPLENTY,western_union,Mt Maunganui,1
GISBORNE,western_union,Gisborne,1
BAYOFPLENTY,western_union,Katikati,1
BAYOFPLENTY,western_union,Opotiki,2
WAIKATO,western_union,Tuakau,1
AUCKLAND,western_union,Waiuku,1
AUCKLAND,western_union,Pukekohe,1
BAYOFPLENTY,western_union,Rotorua,2
TASMAN,western_union,Nelson,1
NELSON,western_union,Nelson,3
MARLBOROUGH,western_union,Nelson,1
TASMAN,western_union,Richmond,1
WAIKATO,western_union,Matamata,1
WAIKATO,western_union,Hamilton,4
WELLINGTON,western_union,Lower Hutt,3
HAWKESBAY,western_union,Napier,2
WELLINGTON,western_union,Wellington,5
TARANAKI,western_union,New Plymouth,1
WAIKATO,western_union,Taupo,1
MARLBOROUGH,western_union,Picton,1
WAIKATO,western_union,Tokoroa,1
MARLBOROUGH,western_union,Blenheim,1
UNKNOWN,zambrero,unknown,11
GISBORNE,z_energy_nz,Gisborne,2
CANTERBURY,z_energy_nz,Christchurch,19
BAYOFPLENTY,z_energy_nz,Tauranga,3
AUCKLAND,z_energy_nz,Albany,2
OTAGO,z_energy_nz,Dunedin,4
AUCKLAND,z_energy_nz,West Auckland,4
BAYOFPLENTY,z_energy_nz,Whakatane,3
AUCKLAND,z_energy_nz,Auckland,40
CANTERBURY,z_energy_nz,Belfast,1
TARANAKI,z_energy_nz,Strathmore,1
AUCKLAND,z_energy_nz,Manukau,1
WAIKATO,z_energy_nz,Cambridge,1
CANTERBURY,z_energy_nz,Timaru,1
BAYOFPLENTY,z_energy_nz,Mount Maunganui,3
AUCKLAND,z_energy_nz,24-28 Papakura-Clevedon Road,1
WELLINGTON,z_energy_nz,Wellington,12
TARANAKI,z_energy_nz,New Plymouth,4
OTAGO,z_energy_nz,Cromwell,2
SOUTHLAND,z_energy_nz,Invercargill,3
WAIKATO,z_energy_nz,Hamilton,9
MANAWATUWANGANUI,z_energy_nz,Whanganui,2
BAYOFPLENTY,z_energy_nz,Rotorua,4
MANAWATUWANGANUI,z_energy_nz,Palmerston North,4
CANTERBURY,z_energy_nz,Geraldine,1
AUCKLAND,z_energy_nz,North Shore,1
WESTCOAST,z_energy_nz,Greymouth,2
MARLBOROUGH,z_energy_nz,Blenheim,4
AUCKLAND,z_energy_nz,South Auckland,7
WAIKATO,z_energy_nz,New Zealand,1
HAWKESBAY,z_energy_nz,Havelock North,1
TARANAKI,z_energy_nz,Hawera,2
HAWKESBAY,z_energy_nz,Hastings,4
WELLINGTON,z_energy_nz,Lower Hutt,4
WAIKATO,z_energy_nz,Huntly,1
TARANAKI,z_energy_nz,Inglewood,1
NORTHLAND,z_energy_nz,Kaikohe,1
NORTHLAND,z_energy_nz,Kaitaia,1
NORTHLAND,z_energy_nz,Whangarei,4
WELLINGTON,z_energy_nz,Paraparaumu,1
BAYOFPLENTY,z_energy_nz,Kawerau,1
HAWKESBAY,z_energy_nz,Napier,3
AUCKLAND,z_energy_nz,Papakura,2
AUCKLAND,z_energy_nz,Manukau City,3
MANAWATUWANGANUI,z_energy_nz,Levin,2
AUCKLAND,z_energy_nz,Henderson,1
AUCKLAND,z_energy_nz,Mairangi Bay,2
AUCKLAND,z_energy_nz,Whangaparaoa,2
MANAWATUWANGANUI,z_energy_nz,Marton,1
WELLINGTON,z_energy_nz,Masterton,2
WAIKATO,z_energy_nz,Matamata,1
WAIKATO,z_energy_nz,Morrinsville,1
OTAGO,z_energy_nz,Mosgiel,1
WAIKATO,z_energy_nz,Ngaruawahia,1
WAIKATO,z_energy_nz,Ngatea,2
OTAGO,z_energy_nz,Oamaru,2
BAYOFPLENTY,z_energy_nz,Papamoa Beach,1
OTAGO,z_energy_nz,Palmerston,1
MARLBOROUGH,z_energy_nz,Picton,1
WAIKATO,z_energy_nz,Putaruru,1
OTAGO,z_energy_nz,Queenstown,1
NELSON,z_energy_nz,Nelson,3
MANAWATUWANGANUI,z_energy_nz,Sanson,2
TARANAKI,z_energy_nz,Stratford,1
AUCKLAND,z_energy_nz,Takapuna,1
NORTHLAND,z_energy_nz,Taipa,1
HAWKESBAY,z_energy_nz,Tamatea,1
WAIKATO,z_energy_nz,Taupo,2
WAIKATO,z_energy_nz,Taupō,1
WAIKATO,z_energy_nz,Te Awamutu,1
WAIKATO,z_energy_nz,Te Kuiti,2
BAYOFPLENTY,z_energy_nz,Te Puke,1
CANTERBURY,z_energy_nz,Templeton,2
AUCKLAND,z_energy_nz,Auckland International Airport,1
WELLINGTON,z_energy_nz,Upper Hutt,3
WAIKATO,z_energy_nz,Turangi,2
CANTERBURY,z_energy_nz,Waikuku,1
MANAWATUWANGANUI,z_energy_nz,Waiouru,2
HAWKESBAY,z_energy_nz,Wairoa,2
AUCKLAND,z_energy_nz,Waiuku,1
AUCKLAND,z_energy_nz,Warkworth,1
WAIKATO,z_energy_nz,Whitianga,1
AUCKLAND,z_energy_nz,Auckland 2113,1
CANTERBURY,z_energy_nz,Amberley,1
CANTERBURY,z_energy_nz,Ashburton,1
OTAGO,z_energy_nz,Balclutha,1
HAWKESBAY,z_energy_nz,Dannevirke,1
SOUTHLAND,z_energy_nz,Gore,1
CANTERBURY,z_energy_nz,Kaikoura,1
WAIKATO,z_energy_nz,Kinleith,1
WAIKATO,z_energy_nz,Maramarua,1
CANTERBURY,z_energy_nz,Methven,1
WAIKATO,z_energy_nz,Pokeno,1
TASMAN,z_energy_nz,Nelson,1
TASMAN,z_energy_nz,Takaka,1
WAIKATO,z_energy_nz,Tirau,1
WAIKATO,z_energy_nz,Tokoroa,1
WAIKATO,z_energy_nz,Waharoa,1
NORTHLAND,z_energy_nz,Waipapa,1
SOUTHLAND,z_energy_nz,Winton,1
SOUTHCANTERBURY,z_energy_nz,Timaru,1
CANTERBURY,z_energy_nz,Rangiora 7400,1
UNKNOWN,z_energy_nz,Ashburton,1
